CustomerID,Recency,Frequency,Monetary,FirstPurchase,LastPurchase,Country,Tenure,AvgOrderValue
15221,366,4,2062.2000000000003,2010-03-12 10:40:00,2010-12-08 13:08:00,United Kingdom,271,515.55
15222,319,11,3550.91,2009-12-16 13:49:00,2011-01-25 08:03:00,United Kingdom,404,322.81
15223,226,5,1417.95,2009-12-05 11:19:00,2011-04-28 11:31:00,United Kingdom,509,283.59
15224,358,5,871.36,2010-01-15 16:14:00,2010-12-16 15:02:00,United Kingdom,334,174.27
15225,234,1,409.40000000000003,2011-04-19 14:51:00,2011-04-19 14:51:00,United Kingdom,0,409.4
15226,311,1,154.41,2011-02-02 11:41:00,2011-02-02 11:41:00,United Kingdom,0,154.41
15227,37,9,2488.4900000000002,2010-03-16 08:23:00,2011-11-03 11:59:00,United Kingdom,597,276.5
15228,66,6,5580.2699999999995,2010-07-28 10:21:00,2011-10-04 13:56:00,United Kingdom,433,930.04
15229,586,1,160.5,2010-05-02 13:50:00,2010-05-02 13:50:00,United Kingdom,0,160.5
15230,239,2,429.6,2011-04-13 11:04:00,2011-04-14 14:39:00,United Kingdom,1,214.8
15231,621,1,250.26,2010-03-28 15:12:00,2010-03-28 15:12:00,United Kingdom,0,250.26
15232,113,2,612.06,2011-07-22 12:21:00,2011-08-18 16:27:00,United Kingdom,27,306.03
15233,401,1,59.400000000000006,2010-11-03 13:36:00,2010-11-03 13:36:00,United Kingdom,0,59.4
15234,277,1,197.0,2011-03-08 08:53:00,2011-03-08 08:53:00,United Kingdom,0,197.0
15235,218,16,2772.76,2010-11-16 12:48:00,2011-05-06 09:44:00,United Kingdom,170,173.3
15236,299,1,321.05,2011-02-14 10:52:00,2011-02-14 10:52:00,United Kingdom,0,321.05
15237,2,4,1412.32,2011-04-26 15:04:00,2011-12-08 09:46:00,United Kingdom,225,353.08
15238,29,3,1071.99,2011-06-08 16:00:00,2011-11-10 14:28:00,United Kingdom,154,357.33
15239,10,2,780.59,2011-09-22 09:53:00,2011-11-29 14:14:00,United Kingdom,68,390.3
15240,45,12,4459.98,2009-12-05 14:57:00,2011-10-26 09:50:00,United Kingdom,689,371.66
15241,67,11,3050.16,2010-02-23 13:59:00,2011-10-04 09:05:00,United Kingdom,587,277.29
15242,422,1,302.04,2010-10-13 15:33:00,2010-10-13 15:33:00,United Kingdom,0,302.04
15243,74,2,927.2800000000001,2010-09-30 17:28:00,2011-09-26 14:12:00,United Kingdom,360,463.64
15244,65,3,912.08,2010-02-11 14:48:00,2011-10-05 13:19:00,United Kingdom,600,304.03
15245,134,8,4610.84,2010-04-23 14:23:00,2011-07-28 18:56:00,United Kingdom,461,576.36
15246,238,3,780.4,2010-06-02 11:28:00,2011-04-15 14:45:00,United Kingdom,317,260.13
15247,122,3,976.06,2010-06-20 14:08:00,2011-08-09 12:52:00,United Kingdom,414,325.35
15248,411,3,1893.93,2010-06-23 14:34:00,2010-10-24 13:09:00,United Kingdom,122,631.31
15249,32,18,9266.0,2010-03-26 14:51:00,2011-11-08 11:45:00,United Kingdom,591,514.78
15250,641,1,60.0,2010-03-09 07:35:00,2010-03-09 07:35:00,United Kingdom,0,60.0
15251,9,21,20324.54,2010-01-29 12:42:00,2011-11-30 15:02:00,United Kingdom,670,967.84
15252,36,5,2103.41,2010-04-07 10:24:00,2011-11-03 13:30:00,United Kingdom,575,420.68
15253,16,8,2055.09,2010-05-02 11:17:00,2011-11-23 16:22:00,United Kingdom,570,256.89
15254,127,3,1088.35,2010-05-28 10:08:00,2011-08-04 15:04:00,United Kingdom,433,362.78
15255,67,9,3706.02,2009-12-03 09:10:00,2011-10-04 12:43:00,United Kingdom,670,411.78
15256,149,2,170.4,2010-05-27 11:41:00,2011-07-14 11:47:00,United Kingdom,413,85.2
15257,283,2,685.9,2010-10-21 14:03:00,2011-03-01 12:58:00,United Kingdom,130,342.95
15258,169,2,623.16,2011-05-06 14:16:00,2011-06-24 12:30:00,United Kingdom,48,311.58
15259,513,4,1182.3799999999999,2010-01-26 09:41:00,2010-07-15 08:47:00,United Kingdom,169,295.59
15260,100,25,8767.73,2009-12-06 11:45:00,2011-08-31 13:55:00,United Kingdom,633,350.71
15261,135,4,1508.0,2010-10-01 11:59:00,2011-07-27 15:20:00,United Kingdom,299,377.0
15262,324,3,418.82,2010-08-08 15:55:00,2011-01-20 12:16:00,United Kingdom,164,139.61
15263,107,1,156.51,2011-08-25 10:26:00,2011-08-25 10:26:00,United Kingdom,0,156.51
15264,64,2,848.4,2010-06-27 13:29:00,2011-10-06 13:49:00,United Kingdom,466,424.2
15265,151,4,3345.64,2009-12-01 17:08:00,2011-07-11 14:46:00,United Kingdom,586,836.41
15266,338,5,852.21,2010-01-07 12:19:00,2011-01-05 13:40:00,United Kingdom,363,170.44
15267,22,5,1717.36,2011-06-10 10:24:00,2011-11-17 15:59:00,United Kingdom,160,343.47
15268,479,3,961.9000000000001,2010-04-13 11:27:00,2010-08-18 10:33:00,United Kingdom,126,320.63
15269,24,3,1225.3600000000001,2010-11-14 12:58:00,2011-11-16 09:32:00,United Kingdom,366,408.45
15270,16,21,8524.86,2009-12-17 15:02:00,2011-11-24 09:24:00,United Kingdom,706,405.95
15271,7,24,4528.54,2010-08-05 14:57:00,2011-12-02 14:11:00,United Kingdom,483,188.69
15272,57,6,2030.95,2010-02-14 13:39:00,2011-10-13 12:59:00,United Kingdom,605,338.49
15273,600,1,228.96,2010-04-19 11:31:00,2010-04-19 11:31:00,United Kingdom,0,228.96
15274,4,2,716.57,2011-11-21 14:17:00,2011-12-05 16:57:00,United Kingdom,14,358.28
15275,38,1,615.14,2011-11-02 11:20:00,2011-11-02 11:20:00,United Kingdom,0,615.14
15276,66,4,619.8,2010-10-01 12:24:00,2011-10-04 16:39:00,United Kingdom,368,154.95
15277,47,2,476.34,2010-10-10 16:02:00,2011-10-24 10:08:00,United Kingdom,378,238.17
15278,562,4,496.15999999999997,2010-02-12 14:53:00,2010-05-27 10:03:00,United Kingdom,103,124.04
15279,355,5,1580.54,2010-02-02 10:15:00,2010-12-20 10:48:00,United Kingdom,321,316.11
15280,172,3,397.52,2010-05-17 14:17:00,2011-06-20 17:14:00,United Kingdom,399,132.51
15281,59,16,8543.57,2010-10-08 12:14:00,2011-10-12 09:10:00,United Kingdom,368,533.97
15282,570,1,348.59,2010-05-18 16:27:00,2010-05-18 16:27:00,United Kingdom,0,348.59
15283,390,3,148.33,2010-07-09 15:46:00,2010-11-14 14:54:00,United Kingdom,127,49.44
15284,500,1,24.75,2010-07-27 13:25:00,2010-07-27 13:25:00,United Kingdom,0,24.75
15285,408,1,94.92,2010-10-28 09:46:00,2010-10-28 09:46:00,United Kingdom,0,94.92
15286,50,1,240.55,2011-10-21 11:08:00,2011-10-21 11:08:00,United Kingdom,0,240.55
15287,22,5,856.03,2009-12-02 12:13:00,2011-11-17 15:34:00,United Kingdom,715,171.21
15288,43,10,3706.53,2010-02-12 15:27:00,2011-10-27 16:58:00,United Kingdom,622,370.65
15289,29,5,1593.09,2010-03-28 11:45:00,2011-11-10 13:49:00,United Kingdom,592,318.62
15290,5,26,10496.28,2010-02-24 10:15:00,2011-12-05 11:39:00,United Kingdom,649,403.7
15291,26,39,13472.76,2009-12-03 11:09:00,2011-11-14 11:02:00,United Kingdom,710,345.46
15292,201,1,178.39,2011-05-22 15:00:00,2011-05-22 15:00:00,United Kingdom,0,178.39
15293,666,1,247.5,2010-02-12 11:54:00,2010-02-12 11:54:00,United Kingdom,0,247.5
15294,411,1,233.35,2010-10-25 11:45:00,2010-10-25 11:45:00,United Kingdom,0,233.35
15295,654,1,207.04,2010-02-23 13:03:00,2010-02-23 13:03:00,United Kingdom,0,207.04
15296,51,12,10323.03,2010-01-21 13:48:00,2011-10-20 11:47:00,United Kingdom,636,860.25
15297,10,3,641.94,2011-10-07 09:42:00,2011-11-29 16:32:00,United Kingdom,53,213.98
15298,2,23,9061.77,2009-12-08 17:04:00,2011-12-07 17:17:00,United Kingdom,729,393.99
15299,67,9,5556.53,2010-01-12 11:34:00,2011-10-03 14:19:00,United Kingdom,629,617.39
15300,64,1,496.44,2011-10-06 17:08:00,2011-10-06 17:08:00,United Kingdom,0,496.44
15301,51,17,6909.67,2010-09-15 15:41:00,2011-10-20 09:57:00,United Kingdom,399,406.45
15302,730,1,308.0,2009-12-09 13:11:00,2009-12-09 13:11:00,United Kingdom,0,308.0
15303,290,3,1224.18,2010-01-25 09:42:00,2011-02-22 13:59:00,United Kingdom,393,408.06
15304,61,9,796.4000000000001,2010-10-14 10:24:00,2011-10-10 10:23:00,United Kingdom,360,88.49
15305,555,1,93.6,2010-06-02 13:50:00,2010-06-02 13:50:00,United Kingdom,0,93.6
15306,64,9,3484.73,2010-02-18 17:12:00,2011-10-06 12:56:00,United Kingdom,594,387.19
15307,96,1,205.3,2011-09-05 11:38:00,2011-09-05 11:38:00,United Kingdom,0,205.3
15308,274,1,310.47,2011-03-10 13:08:00,2011-03-10 13:08:00,United Kingdom,0,310.47
15309,611,4,797.96,2009-12-04 13:01:00,2010-04-08 11:11:00,United Kingdom,124,199.49
15310,479,1,1634.64,2010-08-18 11:38:00,2010-08-18 11:38:00,United Kingdom,0,1634.64
15311,1,207,114671.42,2009-12-01 11:21:00,2011-12-09 12:00:00,United Kingdom,738,553.97
15312,75,12,2930.19,2009-12-16 09:23:00,2011-09-25 13:10:00,United Kingdom,648,244.18
15313,110,1,52.0,2011-08-21 16:02:00,2011-08-21 16:02:00,United Kingdom,0,52.0
15314,199,3,820.4499999999999,2010-10-07 15:41:00,2011-05-24 14:39:00,United Kingdom,228,273.48
15315,64,2,570.5,2011-08-15 15:17:00,2011-10-06 12:51:00,United Kingdom,51,285.25
15316,327,1,165.0,2011-01-17 11:34:00,2011-01-17 11:34:00,United Kingdom,0,165.0
15317,677,1,129.75,2010-01-31 15:55:00,2010-01-31 15:55:00,United Kingdom,0,129.75
15318,4,1,312.62,2011-12-06 11:30:00,2011-12-06 11:30:00,United Kingdom,0,312.62
15319,284,1,204.5,2011-03-01 12:48:00,2011-03-01 12:48:00,United Kingdom,0,204.5
15320,44,1,267.13,2011-10-26 13:27:00,2011-10-26 13:27:00,United Kingdom,0,267.13
15321,71,12,6709.7300000000005,2010-02-03 09:47:00,2011-09-30 09:40:00,United Kingdom,603,559.14
15322,86,2,1390.86,2010-08-20 13:10:00,2011-09-15 09:34:00,United Kingdom,390,695.43
15323,563,3,434.6,2010-02-16 09:21:00,2010-05-26 10:01:00,United Kingdom,99,144.87
15324,701,1,140.22000000000003,2010-01-07 14:37:00,2010-01-07 14:37:00,United Kingdom,0,140.22
15325,104,8,1601.46,2010-02-16 13:30:00,2011-08-28 11:55:00,United Kingdom,557,200.18
15326,334,5,1700.52,2009-12-01 13:19:00,2011-01-10 11:38:00,United Kingdom,404,340.1
15327,53,1,208.75,2011-10-18 11:55:00,2011-10-18 11:55:00,United Kingdom,0,208.75
15328,408,1,107.24,2010-10-28 09:05:00,2010-10-28 09:05:00,United Kingdom,0,107.24
15329,39,11,2958.83,2009-12-14 12:18:00,2011-10-31 15:36:00,United Kingdom,686,268.98
15330,32,2,714.96,2011-10-10 12:30:00,2011-11-07 17:50:00,United Kingdom,28,357.48
15331,500,3,767.91,2010-04-09 14:26:00,2010-07-28 09:42:00,United Kingdom,109,255.97
15332,366,6,4892.68,2010-07-14 13:01:00,2010-12-08 14:43:00,Lithuania,147,815.45
15333,208,1,1028.56,2011-05-15 13:27:00,2011-05-15 13:27:00,United Kingdom,0,1028.56
15334,157,3,347.87,2011-06-19 13:51:00,2011-07-06 11:22:00,United Kingdom,16,115.96
15335,54,1,170.22,2011-10-17 12:50:00,2011-10-17 12:50:00,United Kingdom,0,170.22
15336,402,1,240.5,2010-11-03 12:39:00,2010-11-03 12:39:00,United Kingdom,0,240.5
15337,411,1,373.02,2010-10-24 15:29:00,2010-10-24 15:29:00,United Kingdom,0,373.02
15338,677,1,277.93,2010-01-31 14:25:00,2010-01-31 14:25:00,United Kingdom,0,277.93
15339,66,7,1821.02,2010-02-08 13:38:00,2011-10-04 12:51:00,United Kingdom,602,260.15
15340,562,1,105.5,2010-05-27 10:27:00,2010-05-27 10:27:00,United Kingdom,0,105.5
15341,81,2,2402.7200000000003,2010-09-16 16:41:00,2011-09-20 09:40:00,United Kingdom,368,1201.36
15342,130,1,406.09,2011-08-02 10:19:00,2011-08-02 10:19:00,United Kingdom,0,406.09
15343,87,1,364.5,2011-09-13 13:55:00,2011-09-13 13:55:00,United Kingdom,0,364.5
15344,1,3,563.94,2011-09-26 14:48:00,2011-12-09 10:45:00,United Kingdom,73,187.98
15345,46,1,393.54,2011-10-25 11:28:00,2011-10-25 11:28:00,United Kingdom,0,393.54
15346,333,3,596.12,2010-10-04 15:11:00,2011-01-11 11:18:00,United Kingdom,98,198.71
15347,366,4,1162.0,2010-09-28 12:50:00,2010-12-08 15:25:00,United Kingdom,71,290.5
15348,72,1,158.04,2011-09-28 13:17:00,2011-09-28 13:17:00,United Kingdom,0,158.04
15349,158,2,463.90999999999997,2011-06-05 15:46:00,2011-07-04 16:06:00,United Kingdom,29,231.96
15350,373,2,547.6,2010-11-21 15:14:00,2010-12-01 13:33:00,United Kingdom,9,273.8
15351,12,10,3430.22,2010-10-03 12:18:00,2011-11-27 12:52:00,United Kingdom,420,343.02
15352,549,1,111.15,2010-06-09 11:28:00,2010-06-09 11:28:00,United Kingdom,0,111.15
15353,255,7,2794.4700000000003,2009-12-02 11:33:00,2011-03-30 12:15:00,United Kingdom,483,399.21
15355,29,2,277.05,2011-10-17 15:22:00,2011-11-10 13:44:00,United Kingdom,23,138.52
15356,31,13,3239.57,2010-10-13 13:12:00,2011-11-08 13:11:00,United Kingdom,390,249.2
15358,5,42,16425.86,2009-12-07 12:19:00,2011-12-05 09:04:00,United Kingdom,727,391.09
15359,663,8,181.35,2010-01-15 11:30:00,2010-02-15 10:47:00,United Kingdom,30,22.67
15360,40,1,427.93,2011-10-31 09:35:00,2011-10-31 09:35:00,United Kingdom,0,427.93
15361,362,4,689.07,2010-06-14 13:27:00,2010-12-13 09:52:00,United Kingdom,181,172.27
15362,449,2,613.08,2009-12-01 09:08:00,2010-09-17 10:37:00,United Kingdom,290,306.54
15363,373,2,678.11,2010-08-04 08:41:00,2010-12-02 12:28:00,United Kingdom,120,339.06
15364,96,2,913.19,2011-03-30 13:39:00,2011-09-05 09:46:00,United Kingdom,158,456.6
15365,26,13,4557.13,2010-02-04 16:43:00,2011-11-14 08:29:00,United Kingdom,647,350.55
15366,75,7,2389.08,2010-02-26 10:10:00,2011-09-25 15:01:00,United Kingdom,576,341.3
15367,57,11,5081.33,2009-12-10 14:20:00,2011-10-13 14:13:00,United Kingdom,671,461.94
15368,21,2,722.74,2010-11-10 15:52:00,2011-11-18 14:42:00,United Kingdom,372,361.37
15369,492,11,6251.26,2009-12-08 07:43:00,2010-08-04 13:54:00,United Kingdom,239,568.3
15370,41,8,3739.01,2010-10-25 12:08:00,2011-10-30 10:58:00,United Kingdom,369,467.38
15371,662,1,59.400000000000006,2010-02-15 13:14:00,2010-02-15 13:14:00,United Kingdom,0,59.4
15372,137,8,6017.06,2010-02-14 11:24:00,2011-07-25 16:39:00,United Kingdom,526,752.13
15373,8,17,3084.54,2010-05-02 11:57:00,2011-12-01 15:05:00,United Kingdom,578,181.44
15374,129,2,307.32,2010-03-25 12:03:00,2011-08-03 09:59:00,United Kingdom,495,153.66
15375,690,1,60.959999999999994,2010-01-18 15:38:00,2010-01-18 15:38:00,United Kingdom,0,60.96
15376,40,3,1221.56,2011-05-01 13:45:00,2011-10-30 15:04:00,United Kingdom,182,407.19
15377,383,4,1211.75,2010-10-20 11:42:00,2010-11-22 08:55:00,United Kingdom,32,302.94
15378,463,2,246.5,2010-07-26 08:47:00,2010-09-03 11:30:00,United Kingdom,39,123.25
15379,169,8,4877.84,2010-11-04 11:59:00,2011-06-23 13:13:00,United Kingdom,231,609.73
15380,9,11,3248.96,2009-12-01 13:50:00,2011-12-01 12:13:00,United Kingdom,729,295.36
15381,214,5,1890.5700000000002,2010-05-05 14:35:00,2011-05-10 11:55:00,United Kingdom,369,378.11
15382,15,12,13733.550000000001,2009-12-04 14:13:00,2011-11-25 10:58:00,United Kingdom,720,1144.46
15384,170,4,2027.79,2010-04-26 12:38:00,2011-06-23 10:57:00,United Kingdom,422,506.95
15385,40,3,942.08,2010-01-31 13:02:00,2011-10-30 15:11:00,United Kingdom,637,314.03
15386,186,1,394.14,2011-06-06 13:47:00,2011-06-06 13:47:00,United Kingdom,0,394.14
15387,492,1,468.65,2010-08-04 16:05:00,2010-08-04 16:05:00,United Kingdom,0,468.65
15388,270,1,140.54,2011-03-14 13:53:00,2011-03-14 13:53:00,Canada,0,140.54
15389,172,5,2733.8,2010-01-27 12:44:00,2011-06-20 16:18:00,United Kingdom,509,546.76
15390,396,2,1216.66,2010-10-26 17:23:00,2010-11-08 15:19:00,Canada,12,608.33
15391,584,1,289.87,2010-05-04 15:04:00,2010-05-04 15:04:00,United Kingdom,0,289.87
15392,5,7,2911.62,2010-10-04 12:50:00,2011-12-05 11:01:00,United Kingdom,426,415.95
15393,16,5,891.34,2009-12-15 17:56:00,2011-11-23 16:48:00,United Kingdom,707,178.27
15394,10,11,5286.8,2009-12-15 19:05:00,2011-11-30 11:49:00,United Kingdom,714,480.62
15395,326,1,107.45,2011-01-18 12:40:00,2011-01-18 12:40:00,United Kingdom,0,107.45
15396,113,2,796.38,2010-05-05 09:04:00,2011-08-19 10:56:00,United Kingdom,471,398.19
15397,290,1,94.0,2011-02-23 09:25:00,2011-02-23 09:25:00,United Kingdom,0,94.0
15398,16,2,1345.53,2011-09-22 14:56:00,2011-11-23 16:47:00,United Kingdom,62,672.76
15399,1,3,815.77,2011-09-21 15:57:00,2011-12-08 13:04:00,United Kingdom,77,271.92
15400,92,8,1302.3,2010-05-28 08:33:00,2011-09-08 13:57:00,United Kingdom,468,162.79
15401,452,2,216.95000000000002,2010-05-20 10:56:00,2010-09-13 13:42:00,United Kingdom,116,108.48
15402,149,6,1830.12,2010-04-27 12:12:00,2011-07-14 12:17:00,United Kingdom,443,305.02
15403,492,2,170.88,2009-12-09 12:45:00,2010-08-05 12:21:00,United Kingdom,238,85.44
15404,376,1,257.06,2010-11-29 11:03:00,2010-11-29 11:03:00,United Kingdom,0,257.06
15405,189,2,659.84,2010-05-12 15:56:00,2011-06-03 14:44:00,United Kingdom,386,329.92
15406,31,4,975.87,2010-09-12 13:06:00,2011-11-08 13:22:00,United Kingdom,422,243.97
15407,34,4,1046.74,2011-02-07 13:18:00,2011-11-06 11:55:00,United Kingdom,271,261.68
15408,264,1,267.18,2011-03-20 15:02:00,2011-03-20 15:02:00,United Kingdom,0,267.18
15409,721,1,131.25,2009-12-18 15:35:00,2009-12-18 15:35:00,United Kingdom,0,131.25
15410,84,10,4685.72,2010-04-19 08:57:00,2011-09-16 14:47:00,United Kingdom,515,468.57
15411,26,4,1348.93,2011-06-10 12:30:00,2011-11-13 15:19:00,United Kingdom,156,337.23
15412,171,1,190.53,2011-06-21 15:24:00,2011-06-21 15:24:00,United Kingdom,0,190.53
15413,692,5,6798.72,2009-12-01 10:18:00,2010-01-17 11:33:00,United Kingdom,47,1359.74
15414,10,3,774.9000000000001,2011-04-11 13:45:00,2011-11-30 09:50:00,United Kingdom,232,258.3
15415,313,1,559.61,2011-01-30 14:13:00,2011-01-30 14:13:00,United Kingdom,0,559.61
15416,65,7,4572.82,2010-02-01 11:55:00,2011-10-06 09:38:00,United Kingdom,611,653.26
15417,85,1,508.8,2011-09-15 15:26:00,2011-09-15 15:26:00,United Kingdom,0,508.8
15418,425,2,449.42,2010-05-02 11:31:00,2010-10-10 13:38:00,United Kingdom,161,224.71
15419,25,1,135.86,2011-11-15 09:23:00,2011-11-15 09:23:00,United Kingdom,0,135.86
15420,434,6,743.0,2009-12-05 13:29:00,2010-10-01 15:46:00,United Kingdom,300,123.83
15421,59,10,3805.34,2009-12-07 15:10:00,2011-10-12 09:20:00,United Kingdom,673,380.53
15422,323,7,1619.97,2010-02-07 11:52:00,2011-01-20 16:17:00,United Kingdom,347,231.42
15423,38,3,266.89,2010-03-28 13:42:00,2011-11-01 14:01:00,United Kingdom,583,88.96
15424,254,3,597.78,2010-09-02 17:17:00,2011-03-30 13:02:00,United Kingdom,208,199.26
15425,400,4,1941.1200000000001,2010-02-14 12:36:00,2010-11-04 18:13:00,United Kingdom,263,485.28
15426,19,9,2156.35,2010-05-02 15:10:00,2011-11-20 15:36:00,United Kingdom,567,239.59
15427,33,3,1430.54,2011-10-23 14:47:00,2011-11-06 14:29:00,United Kingdom,13,476.85
15428,15,4,762.75,2009-12-17 17:46:00,2011-11-24 16:54:00,United Kingdom,706,190.69
15429,27,2,397.35,2011-09-25 13:42:00,2011-11-13 12:28:00,United Kingdom,48,198.68
15430,468,2,954.75,2010-06-29 15:04:00,2010-08-29 10:42:00,United Kingdom,60,477.38
15431,503,1,153.24,2010-07-25 12:44:00,2010-07-25 12:44:00,United Kingdom,0,153.24
15432,23,2,320.76,2010-06-16 14:34:00,2011-11-16 16:30:00,United Kingdom,518,160.38
15433,214,2,533.3,2011-03-17 14:12:00,2011-05-10 10:45:00,United Kingdom,53,266.65
15434,8,11,2567.06,2010-01-24 15:35:00,2011-12-01 13:33:00,United Kingdom,675,233.37
15435,22,1,149.29,2011-11-17 16:39:00,2011-11-17 16:39:00,United Kingdom,0,149.29
15436,12,3,1067.75,2011-04-19 16:52:00,2011-11-27 16:05:00,United Kingdom,221,355.92
15437,262,2,393.45,2010-03-09 10:45:00,2011-03-22 13:11:00,United Kingdom,378,196.72
15438,131,1,156.57999999999998,2011-07-31 14:19:00,2011-07-31 14:19:00,United Kingdom,0,156.58
15439,405,4,1269.05,2010-02-24 12:05:00,2010-10-31 10:38:00,United Kingdom,248,317.26
15440,55,3,383.68,2011-05-15 11:30:00,2011-10-16 12:16:00,United Kingdom,154,127.89
15441,396,3,1254.21,2009-12-09 14:55:00,2010-11-08 15:50:00,United Kingdom,334,418.07
15442,249,1,594.0,2011-04-05 12:24:00,2011-04-05 12:24:00,United Kingdom,0,594.0
15443,2,14,5114.23,2010-03-07 12:10:00,2011-12-08 10:40:00,United Kingdom,640,365.3
15444,9,2,1411.21,2011-10-30 16:12:00,2011-11-30 17:37:00,United Kingdom,31,705.6
15445,264,2,284.5,2010-04-28 15:00:00,2011-03-20 15:06:00,United Kingdom,326,142.25
15446,377,3,396.75,2009-12-13 13:53:00,2010-11-28 11:59:00,United Kingdom,349,132.25
15447,331,5,492.88,2010-03-24 14:40:00,2011-01-13 11:26:00,United Kingdom,294,98.58
15448,313,2,788.81,2010-02-03 13:29:00,2011-01-31 10:42:00,United Kingdom,361,394.4
15449,26,3,974.52,2011-03-23 10:43:00,2011-11-13 15:02:00,United Kingdom,235,324.84
15450,30,1,429.84,2011-11-09 17:11:00,2011-11-09 17:11:00,United Kingdom,0,429.84
15451,434,2,226.86,2010-04-19 14:08:00,2010-10-01 13:40:00,United Kingdom,164,113.43
15452,30,6,1785.1100000000001,2010-07-16 14:23:00,2011-11-10 12:13:00,United Kingdom,481,297.52
15453,2,7,1371.77,2011-06-05 12:37:00,2011-12-08 10:59:00,United Kingdom,185,195.97
15454,362,2,303.89,2010-03-31 13:15:00,2010-12-12 14:21:00,United Kingdom,256,151.94
15455,598,1,38.25,2010-04-21 12:43:00,2010-04-21 12:43:00,United Kingdom,0,38.25
15456,283,10,2091.52,2009-12-08 12:54:00,2011-03-01 13:51:00,United Kingdom,448,209.15
15457,262,1,237.07,2011-03-22 15:31:00,2011-03-22 15:31:00,United Kingdom,0,237.07
15458,25,2,370.43999999999994,2010-11-02 19:50:00,2011-11-14 13:08:00,United Kingdom,376,185.22
15459,417,2,202.82999999999998,2010-07-30 14:31:00,2010-10-18 15:25:00,United Kingdom,80,101.42
15460,354,1,214.26,2010-12-20 16:08:00,2010-12-20 16:08:00,United Kingdom,0,214.26
15461,461,2,429.7,2010-03-18 12:40:00,2010-09-05 12:31:00,United Kingdom,170,214.85
15462,94,4,737.05,2010-09-20 10:23:00,2011-09-06 13:11:00,United Kingdom,351,184.26
15463,29,1,126.14,2011-11-10 12:57:00,2011-11-10 12:57:00,United Kingdom,0,126.14
15464,338,1,1044.65,2011-01-05 15:56:00,2011-01-05 15:56:00,United Kingdom,0,1044.65
15465,20,32,12100.4,2009-12-10 09:42:00,2011-11-20 10:11:00,United Kingdom,710,378.14
15466,85,4,1560.46,2009-12-03 12:28:00,2011-09-15 14:08:00,United Kingdom,651,390.12
15467,9,3,524.88,2011-07-10 14:42:00,2011-11-30 14:17:00,United Kingdom,142,174.96
15468,51,3,1430.48,2010-11-12 09:39:00,2011-10-19 13:49:00,United Kingdom,341,476.83
15469,50,3,874.25,2010-09-27 10:09:00,2011-10-20 16:21:00,United Kingdom,388,291.42
15470,576,1,63.419999999999995,2010-05-13 09:35:00,2010-05-13 09:35:00,United Kingdom,0,63.42
15471,2,3,1292.01,2010-06-07 12:17:00,2011-12-07 14:12:00,United Kingdom,548,430.67
15472,113,1,371.56,2011-08-18 15:17:00,2011-08-18 15:17:00,United Kingdom,0,371.56
15473,14,8,2046.0,2010-09-21 09:14:00,2011-11-25 15:15:00,United Kingdom,430,255.75
15474,596,1,150.35,2010-04-23 11:14:00,2010-04-23 11:14:00,United Kingdom,0,150.35
15475,77,1,454.10999999999996,2011-09-23 15:20:00,2011-09-23 15:20:00,United Kingdom,0,454.11
15476,380,4,2209.98,2010-09-23 14:00:00,2010-11-24 15:17:00,United Kingdom,62,552.5
15477,650,1,368.4,2010-02-28 10:37:00,2010-02-28 10:37:00,United Kingdom,0,368.4
15478,40,3,1940.98,2010-05-13 18:49:00,2011-10-30 14:19:00,United Kingdom,534,646.99
15479,733,1,147.4,2009-12-06 15:08:00,2009-12-06 15:08:00,United Kingdom,0,147.4
15480,116,3,3592.25,2010-02-01 14:52:00,2011-08-15 14:32:00,Malta,559,1197.42
15481,401,1,1993.34,2010-11-03 14:52:00,2010-11-03 14:52:00,Norway,0,1993.34
15482,16,18,14377.36,2009-12-02 16:59:00,2011-11-24 10:46:00,United Kingdom,721,798.74
15483,161,10,810.68,2010-01-24 15:42:00,2011-07-01 13:07:00,United Kingdom,522,81.07
15484,1,6,4652.1,2009-12-05 15:18:00,2011-12-08 15:03:00,United Kingdom,732,775.35
15485,30,7,4810.92,2009-12-01 17:31:00,2011-11-09 14:31:00,United Kingdom,707,687.27
15486,527,1,102.0,2010-06-30 13:15:00,2010-06-30 13:15:00,United Kingdom,0,102.0
15487,680,1,231.32,2010-01-29 12:07:00,2010-01-29 12:07:00,United Kingdom,0,231.32
15488,93,5,431.92,2010-05-05 13:03:00,2011-09-08 10:11:00,United Kingdom,490,86.38
15489,23,8,2419.61,2010-01-15 16:58:00,2011-11-17 08:53:00,United Kingdom,670,302.45
15490,430,1,210.85,2010-10-05 13:11:00,2010-10-05 13:11:00,United Kingdom,0,210.85
15491,95,6,3100.09,2011-04-18 10:04:00,2011-09-05 15:56:00,United Kingdom,140,516.68
15492,28,2,659.4599999999999,2011-09-26 14:02:00,2011-11-11 14:53:00,United Kingdom,46,329.73
15493,33,9,4113.19,2010-02-23 11:14:00,2011-11-07 12:04:00,United Kingdom,622,457.02
15494,21,5,3702.6,2009-12-10 20:16:00,2011-11-18 14:51:00,United Kingdom,707,740.52
15495,379,1,246.5,2010-11-25 13:46:00,2010-11-25 13:46:00,United Kingdom,0,246.5
15496,631,1,146.14000000000001,2010-03-18 13:16:00,2010-03-18 13:16:00,United Kingdom,0,146.14
15497,18,9,8657.39,2009-12-18 15:08:00,2011-11-22 11:51:00,United Kingdom,703,961.93
